"hsn_sc_code","hsn_sc_desc"
"520546  ","Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn):"
"52054610","Grey"
"52054620","Bleached"
"52054630","Dyed"
"52054690","Other"
"520547  ","Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn):"
"52054710","Grey"
"52054720","Bleached"
"52054730","Dyed"
"52054790","Other"
"520548  ","Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn):"
"52054810","Grey"
"52054820","Bleached"
"52054830","Dyed"
"52054890","Other"
"5206    ","COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE"
"52061100","Measuring 714.29 decitex or more (not exceeding 14 metric number)"
"52061200","Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
"52061300","Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
"52061400","Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
"52061500","Measuring less than 125 decitex (exceeding 80 metric number)"
"52062100","Measuring 714.29 decitex or more (not exceeding 14 metric number)"
"52062200","Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
"52062300","Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
"52062400","Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
"52062500","Measuring less than 125 decitex (exceeding 80 metric number)"
"52063100","Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)"
"52063200","Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
"52063300","Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
"52063400","Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
"52063500","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
"52064100","Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)"
"52064200","Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
"52064300","Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
"52064400","Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
"52064500","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
"5207    ","COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE"
"52071000","Containing 85% or more by weight of cotton"
"52079000","Other"
"5208    ","WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2"
"520811  ","Plain weave, weighing not more than 100 g/m2:"
"52081110","Dhoti"
"52081120","Saree"
"52081130","Shirting fabrics"
"52081140","Casement"
"52081190","Other"
"520812  ","Plain weave, weighing more than 100 g/m2:"
"52081210","Dhoti"
"52081220","Saree"
"52081230","Shirting fabrics"
"52081240","Casement"
"52081250","Sheeting (takia, leopard fabrics, other than furnishing fabrics)"
"52081260","Voils"
"52081290","Other"
"520813  ","3-thread or 4-thread twill, including cross twill:"
"52081310","Shirting fabrics"
"52081320","Dobby fabrics"
"52081390","Other"
"520819  ","Other fabrics:"
"52081910","Dedsuti, dosuti fabrics"
"52081990","Other"
"520821  ","Plain weave, weighing not more than 100 g/m2:"
"52082110","Dhoti"
"52082120","Saree"
"52082130","Casement"
"52082140","Shirting fabrics"
"52082150","Cambrics (including madapollam and jaconet)"
"52082160","Mulls (including limbric and willaya)"
"52082170","Muslin (including lawn, mulmul and organdi)"
"52082180","Voils (excluding leno fabrics)"
"52082190","Other"
"520822  ","Plain weave, weighing more than 100 g/m2:"
"52082210","Dhoti"
"52082220","Saree"
"52082230","Shirting fabrics"
"52082240","Casement"
"52082250","Cambrics (including madapollam and jaconet)"
"52082260","Long cloth (including calico)"
"52082270","Sheeting (takia and the like)"
"52082280","Voils (excluding leno fabrics)"
"52082290","Other"
"520823  ","3-thread or 4-thread twill, including cross twill:"
"52082310","Shirting fabrics"
"52082320","Parmatta fabrics (including ilesia, pocketing, Italian twill)"
"52082330","Shirting fabrics"
"52082390","Other"
"520829  ","Other fabrics:"
"52082910","Dhoti and saree, zari bordered"
"52082920","Dedsuti, Dosuti fabrics, ceretonnes and osamburge"
"52082990","Other"
"520831  ","Plain weave, weighing not more than 100 g/m2:"
"52083110","Lungi"
"52083120","Saree"
"52083130","Shirting fabrics"
"52083140","Casement"
"52083150","Cambrics (including madapollam and jaconet)"
"52083160","Mull (including limbric and willaya)"
"52083170","Muslin (including lawn mulmul and organdy) of carded or combed yarn"
"52083180","Voils( excluding leno fabrics)"
"52083190","Other"
"520832  ","Plain weave, weighing more than 100 g/m2:"
"52083210","Lungi"
"52083220","Saree"
"52083230","Shirting fabrics"
"52083240","Casement"
"52083250","Bedticking, domestic"
"52083260","Cambrics (including madapollam and jaconet), Longcloth (including calico) and voils (excluding leno fabrics)"
"52083270","Coating (including suiting)"
"52083280","Furnishing fabrics (excluding pile and chenille fabrics)"
"52083290","Other"
"520833  ","3-thread or 4 thread twill, including cross twill:"
"52083310","Shirting fabrics"
"52083320","Coating (including suiting)"
"52083330","Shirting (including mazri)"
"52083390","Other"
"520839  ","Other fabrics:"
"52083910","Zari bordered sarees"
"52083990","Other"
"520841  ","Plain weave, weighing not more than 100 g/m2:"
"52084110","Bleeding Madras"
"52084120","Saree"
"52084130","Shirting fabrics"
"52084140","Bed ticking, domestic"
"52084150","Furnishing fabrics (excluding pile and chenille fabrics)"
"52084190","Other"
"520842  ","Plain weave, weighing more than 100 g/m2:"
"52084210","Bleeding Madras"
"52084220","Saree"
"52084230","Shirting fabrics"
"52084240","Casement"
"52084250","Bed ticking, domestic"
"52084260","Furnishing fabrics, other than pile and chenille fabrics"
"52084290","Other"
"520843  ","3-thread or 4-thread twill, including cross twill:"
"52084310","Bleading Madras"
"52084320","Shirting fabrics"
"52084330","Bedticking, damask"
"52084340","Flannelette"
"52084390","Other"
"520849  ","Other fabrics:"
"52084910","Zari bordered sarees"
"52084920","Real Madras handkerchiefs"
"52084990","Other"
"520851  ","Plain weave, weighing not more than 100 g/m2:"
"52085110","Lungi"
"52085120","Saree"
"52085130","Shirting fabrics"
"52085140","Casement"
"52085150","Cambrics (including madapollam and jaconet)"
"52085160","Mull (including limbric and willaya)"
"52085170","Muslin (including lawn mulmul and organdi) of carded or combed yarn"
"52085180","Voils (excluding leno fabrics)"
"52085190","Other"
"520852  ","Plain weave, weighing more than 100 g/m2:"
"52085210","Lungi"
"52085220","Saree"
"52085230","Shirting fabrics"
"52085240","Casement"
"52085250","Cambrics (including madapollam and jaconet)"
"52085260","Mull (including limbric and willaya)"
"52085270","Muslin (including lawn mulmul and organdi) of carded or combed yarn"
"52085280","Voils (excluding leno fabrics)"
"52085290","Other"
"520859  ","Other fabrics:"
"52085910","Zari bordered sarees"
"52085990","Other"
"5209    ","WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/M2"
"520911  ","Plain weave:"
"52091111","Dhoti"
"52091112","Saree"
"52091113","Casement"
"52091114","Sheeting (takia, leopardcloth and other than furnishing)"
"52091119","Other"
"52091190","Other"
"520912  ","3-thread or 4-thread twill, including cross twill:"
"52091210","Saree"
"52091220","Shirting fabrics"
"52091230","Furnishing fabrics (excluding pile and chenille fabrics)"
"52091240","Seersucker"
"52091250","Canvas, including duck – carded or combed yarn"
"52091260","Flannelette"
"52091270","Shetting (takia, leopart cloth)"
"52091290","Other"
"52091900","Other fabrics"
"520921  ","Plain weave:"
"52092110","Saree"
"52092120","Shirting fabrics"
"52092130","Furnishing fabrics (excluding pile and chinille fabrics)"
"52092140","Seersucker"
"52092150","Canvas (including duck) of carded or combed yarn"
"52092160","Dhoti"
"52092170","Flannellete"
"52092180","Sheeting (takia, leopart cloth)"
"52092190","Other"
"520922  ","3-thread or 4-thread twill, including cross twill:"
"52092210","Shirting fabrics"
"52092220","Furnishing fabrics (excluding pile and chenille fabrics)"
"52092230","Drill"
"52092290","Other"
"520929  ","Other fabrics:"
"52092910","Dhoti and saree, zari bordered"
"52092920","Dedsuti, dosuti fabrics, ceretonnes and osamburge"
"52092990","Other"
"520931  ","Plain weave:"
"52093110","Lungi"
"52093120","Saree"
"52093130","Shirting fabrics"
"52093140","Furnishing fabrics (excluding pile and chenille fabrics)"
"52093150","Seersucker"
"52093160","Bedticking, domestic (other than hand dyed)"
"52093170","Canvas (including duck), of carded or combed yarn"
"52093180","Flannellete"
"52093190","Other"
"520932  ","3-thread or 4-thread twill, including cross twill:"
"52093210","Shirting fabrics"
"52093220","Furnishing fabrics (excluding pile and chenille fabrics)"
"52093230","Drill"
"52093290","Other"
"520939  ","Other fabrics:"
"52093910","Zari bordered sarees"
"52093990","Other"
"520941  ","Plain weave:"
"52094110","Bleeding Madras"
"52094120","Saree"
"52094130","Shirting fabrics"
"52094140","Furnishing fabrics (excluding pile and chenille fabrics)"
"52094150","Seersucker"
"52094160","Bedticking, domestic (other than hand dyed)"
"52094170","Flannelette"
"52094190","Other"
"52094200","Denim"
"520943  ","Other fabrics of 3-thread or 4-thread twill, including cross twill:"
"52094310","Bleeding Madras"
"52094320","Shirting fabrics"
"52094330","Furnishing fabrics (excluding pile and chenille fabrics)"
"52094340","Coating (including suiting)"
"52094390","Other"
"520949  ","Other fabrics:"
"52094910","Zari bordered sari"
"52094990","Other"
"520951  ","Plain weave:"
"52095110","Lungi"
"52095120","Saree"
"52095130","Shirting fabrics"
"52095140","Furnishing fabrics (excluding pile and chenille fabrics)"
"52095150","Seersucker"
"52095160","Bedticking, domestic"
"52095170","Flannelette"
"52095190","Other"
"520952  ","3-thread or 4-thread twill, including cross twill:"
"52095210","Shirting fabrics"
"52095220","Furnishing fabrics (excluding pile and chenille fabrics)"
"52095290","Other"
"520959  ","Other fabrics:"
"52095910","Zari bordered saree"
"52095990","Other"
"5210    ","WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/M2"
"521011  ","Plain weave:"
"52101110","Shirting fabrics"
"52101120","Saree"
"52101190","Other"
"52101900","Other fabrics"
"521021  ","Plain weave:"
"52102110","Shirting fabrics"
"52102120","Poplin and broad fabrics"
"52102130","Saree"
"52102140","Shirting (including mazri)"
"52102150","Voils"
"52102190","Other"
"521029  ","Other fabrics:"
"52102910","Dhoti and saree, zari bordered"
"52102920","Dedsuti, dosuti, ceretonnes and osamburge"
"52102990","Other"
"521031  ","Plain weave:"
"52103110","Shirting fabrics"
"52103120","Coating (including suitings)"
"52103130","Furnishing fabrics (excluding pile and chenille fabrics)"
"52103140","Poplin and broad fabrics"
"52103150","Saree"
"52103160","Voils"
"52103190","Other"
"521032  ","3-thread or 4-thread twill, including cross twill:"
"52103210","Crepe fabrics including crepe checks"
"52103220","Shirting fabrics"
"52103230","Bedticking, damask"
"52103290","Other"
"521039  ","Other fabrics:"
"52103910","Zari bordered sarees"
"52103990","Other"
"521041  ","Plain weave:"
"52104110","Bleeding Madras"
"52104120","Crepe fabrics (excluding crepe checks)"
"52104130","Shirting fabrics"
"52104140","Suitings"
"52104150","Poplin and broad fabrics"
"52104160","Saree"
"52104170","Voils"
"52104190","Other"
"521049  ","Other fabrics:"
"52104910","Zari bordered saree"
"52104990","Other"
"521051  ","Plain weave:"
"52105110","Shirting fabrics"
"52105120","Casement"
"52105130","Saree"
"52105140","Poplin and broad fabrics"
"52105150","Voils"
"52105190","Other"
"521059  ","Other fabrics:"
"52105910","Zari bordered saree"
"52105990","Other"
"5211    ","WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/M2"
"521111  ","Plain weave:"
"52111110","Shirting fabrics"
"52111120","Saree"
"52111190","Other"
"521112  ","3-thread or 4-thread twill, including cross twill:"
"52111210","Shirting fabrics"
"52111220","Twill, not elsewhere specified (including gaberdine)"
"52111230","Damask"
"52111290","Other"
"52111900","Other fabrics"
"521120  ","Bleached:"
"52112010","Shirting fabrics"
"52112020","Canvas (including duck) of carded or combed yarn"
"52112030","Flannelette"
"52112040","Saree"
"52112050","Crepe fabric including Crepe checks"
"52112060","Twill fabrics"
"52112091","Zari bordered sari"
"52112092","Dedsuti, Dosuti, ceretonnes and osamburge"
"52112099","Other"
"521131  ","Plain weave:"
"52113110","Shirting fabrics"
"52113120","Canvas (including duck) of carded or combed yarn"
"52113130","Coating (including suitings)"
"52113140","Flannellette"
"52113150","Saree"
"52113190","Other"
"521132  ","3-thread or 4-thread twill, including cross twill:"
"52113210","Crepe fabrics including crepe checks"
"52113220","Shirting fabrics"
"52113230","Twill, not elsewhere specified (including gaberdine)"
"52113240","Trousers or pant fabrics (excluding jeans and crepe)"
"52113290","Other"
"521139  ","Other fabrics:"
"52113910","Zari bordered sarees"
"52113990","Other"
"521141  ","Plain weave:"
"52114110","Bleeding Madras"
"52114120","Check shirting (excluding crepe checks)"
"52114130","Shirting"
"52114140","Suitings"
"52114150","Flannelette"
"52114160","Saree"
"52114170","Parachute fabrics"
"52114190","Other"
"52114200","Denim"
"521143  ","Other fabrics of 3-thread or 4-thread twill, including cross twill:"
